#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	sample	pop	super_pop	gender
HG03774	-0.0104401	0.00679143	-0.0390966	-0.0149894	0.00259113	-0.00368216	-0.00658061	-0.00491258	-0.00295289	-3.73839e-05	HG03774	ITU	SAS	female
HG03775	-0.0100833	0.00623784	-0.0398863	-0.014285	-0.00190319	-0.00307206	-0.00350658	0.00152549	0.000322569	0.00460991	HG03775	ITU	SAS	male
HG03777	-0.0102922	0.00706648	-0.0388871	-0.0147321	-0.000146146	-0.00558879	-0.00452531	-0.00249986	-0.00483056	-0.0072637	HG03777	ITU	SAS	male
HG03778	-0.010681	0.0044559	-0.0390166	-0.0155417	-0.00338054	0.00441061	0.0101939	0.00721642	0.00165157	-0.0325358	HG03778	ITU	SAS	male
HG03779	-0.0101888	0.00574175	-0.03991	-0.0148841	-0.00103419	-0.00533971	-0.00257015	-0.00363937	-0.00281013	-0.00768625	HG03779	ITU	SAS	male
HG03780	-0.010476	0.00698427	-0.0395101	-0.0135692	-0.00145125	-0.00588626	-0.00750685	-0.0042026	-0.00269849	-0.00648427	HG03780	ITU	SAS	female
HG03781	-0.0106039	0.00562581	-0.038491	-0.0141631	-0.000635844	-0.00151885	-0.000846539	-0.00102023	0.00230873	0.00237833	HG03781	ITU	SAS	female
HG03782	-0.0102493	0.00700302	-0.0394123	-0.0144699	-0.00100229	-0.00489866	-0.00520332	-0.00229125	0.000477339	-0.00838014	HG03782	ITU	SAS	female
HG03784	-0.0106992	0.00490699	-0.0440922	-0.0171743	-0.001213	0.00040218	0.00322267	0.00340171	-9.16993e-05	-0.000476435	HG03784	ITU	SAS	female
HG03785	-0.0105753	0.00459109	-0.0458985	-0.0187393	-0.00208435	-0.00261558	0.000173895	0.000833503	-0.0019021	-0.0021944	HG03785	ITU	SAS	male
HG03786	-0.0106187	0.00509417	-0.044735	-0.0181613	-0.000780338	-0.00231177	-0.00117668	0.00715653	5.79051e-05	0.000860127	HG03786	ITU	SAS	male
HG03787	-0.0103215	0.0040303	-0.0418756	-0.0165968	-0.000584777	7.26309e-05	-0.000393552	0.000356086	0.000821492	-0.00415723	HG03787	ITU	SAS	female
HG03788	-0.0101731	0.00713225	-0.037163	-0.0149057	-0.000254694	-0.00586302	-0.00456581	-0.00459315	-0.00253818	0.00486674	HG03788	ITU	SAS	male
HG03789	-0.0105676	0.0084135	-0.0344725	-0.0125668	0.000113508	-0.00367116	0.00280807	-0.000194837	0.000298308	0.00280917	HG03789	ITU	SAS	female
HG03790	-0.0102012	0.00743375	-0.0394974	-0.0147504	-0.000770025	-0.00484249	-0.00434381	-0.00127007	-0.00251859	-0.00851935	HG03790	ITU	SAS	male
HG03792	-0.0103025	0.0067936	-0.0387455	-0.0139895	-0.00243507	-0.000463733	-0.0088445	0.000501228	0.000906784	-0.0136376	HG03792	ITU	SAS	male
HG03793	-0.0109525	0.00271882	-0.0360783	-0.0141837	0.000615653	-0.00393567	0.00280166	-0.0039849	-0.00238949	0.00164325	HG03793	BEB	SAS	female
HG03796	-0.0110522	-0.000966877	-0.0320761	-0.0110111	-0.00202839	-0.00496394	-0.00455993	-0.0111363	-0.00383972	0.0077683	HG03796	BEB	SAS	female
HG03800	-0.0112039	-0.00126102	-0.0353441	-0.0124616	-0.00255515	-0.00112443	-0.000595306	-0.00639017	-0.00100891	0.00371297	HG03800	BEB	SAS	male
HG03802	-0.0109585	0.00241105	-0.0354505	-0.0121126	-0.000536262	-0.00253795	-0.000170597	-0.00778176	-0.00119433	0.00752114	HG03802	BEB	SAS	female
HG03803	-0.0110042	0.002523	-0.0335227	-0.0115268	0.000361924	-0.0037138	-0.00138199	-0.00620202	-0.00114375	0.000861688	HG03803	BEB	SAS	male
HG03805	-0.0111753	0.00223079	-0.0331073	-0.0120821	-0.00287803	-0.0012101	0.0015655	-0.00775241	-0.00385294	-0.00432551	HG03805	BEB	SAS	female
HG03808	-0.0112936	0.00137102	-0.0325754	-0.0110908	-0.00275686	-0.00515348	-0.0019059	-0.0101361	-0.00755769	-0.00686479	HG03808	BEB	SAS	female
HG03809	-0.0113137	0.00214303	-0.0337162	-0.013079	-0.00465263	-0.0031526	-0.0031201	-0.00596757	-0.00368673	-0.00668481	HG03809	BEB	SAS	male
HG03812	-0.0112584	0.00175039	-0.0332385	-0.0110409	-0.00321729	-0.00416599	-0.00439345	-0.00796754	-0.00136153	0.00108196	HG03812	BEB	SAS	male
HG03814	-0.0111351	0.000569075	-0.033407	-0.0110894	-0.00342399	-0.00722843	-0.00684597	-0.0169104	-0.00422549	-0.00135281	HG03814	BEB	SAS	female
HG03815	-0.0111228	0.00130877	-0.0320948	-0.0118273	-0.0030153	-0.00497567	-0.00380037	-0.00892487	-0.000148539	0.00689685	HG03815	BEB	SAS	male
HG03817	-0.0112498	0.00239901	-0.0338936	-0.0110225	-0.00281818	-0.00325764	-0.00172021	-0.0103482	-0.000744357	0.00141973	HG03817	BEB	SAS	female
HG03821	-0.0108772	0.00278098	-0.0339881	-0.0123781	0.00133952	-0.00296938	-0.00257693	-0.0108871	-0.00574366	0.00402757	HG03821	BEB	SAS	male
HG03823	-0.0113783	0.00246903	-0.0343171	-0.0124807	-0.00281529	-0.00256636	-0.00455473	-0.0114523	-0.00380699	-0.00665369	HG03823	BEB	SAS	female
HG03824	-0.0110752	0.000629049	-0.0322215	-0.0122072	-0.00303899	-0.00717828	-0.00383105	-0.0177245	-0.00842364	-0.00248846	HG03824	BEB	SAS	male
HG03826	-0.0109125	0.00241399	-0.0337019	-0.0110148	-0.00226111	-0.00557345	-0.00357094	-0.00961853	-0.00469823	-0.00263137	HG03826	BEB	SAS	female
HG03829	-0.0113131	0.00136643	-0.0342012	-0.0116002	-0.0035817	-0.00643939	-0.00819363	-0.0129319	-0.0038722	-0.00198827	HG03829	BEB	SAS	female
HG03830	-0.0112412	0.000937376	-0.0337325	-0.0112002	-0.00134758	-0.00580206	-0.00470743	-0.0106431	-0.00454804	-0.00699155	HG03830	BEB	SAS	male
HG03832	-0.010969	0.00187048	-0.0347758	-0.0123466	0.00172015	-0.00542898	-0.00104712	-0.0110055	-0.00223292	-0.00506661	HG03832	BEB	SAS	female
HG03833	-0.0113247	0.00190796	-0.0329886	-0.0121873	-0.00279887	-0.00106616	0.000175094	-0.00952126	-0.00388728	-0.00688563	HG03833	BEB	SAS	male
HG03836	-0.0101906	0.00591862	-0.0397939	-0.0148582	-0.00207807	-0.00452033	-0.00642194	-0.00366115	0.00022534	-0.00948101	HG03836	STU	SAS	female
HG03837	-0.0102721	0.00598268	-0.0409497	-0.0152908	-0.000103042	-0.00327675	-0.00624878	-0.00272046	-0.0039833	-0.0071924	HG03837	STU	SAS	male
HG03838	-0.010426	0.00443803	-0.0400915	-0.0145781	8.72869e-07	-0.00575701	-0.0032223	-0.00281611	0.00032198	0.00406169	HG03838	STU	SAS	female
HG03844	-0.0102598	0.00470387	-0.0396234	-0.0142981	-0.000248991	-0.00652	-0.00411051	-0.00281455	0.000340191	0.00384098	HG03844	STU	SAS	male
HG03846	-0.0105263	0.00452956	-0.0412421	-0.014825	-4.01207e-05	-0.00415179	-0.00369392	-0.00306907	-0.00184298	-0.0018533	HG03846	STU	SAS	male
HG03848	-0.010446	0.00512473	-0.0404373	-0.0159538	0.000245719	-0.00484942	-0.00443127	-0.00390813	-0.000243746	0.000214119	HG03848	STU	SAS	male
HG03849	-0.0103183	0.00483838	-0.0409747	-0.0152078	-0.000336466	-0.00354624	-0.000368399	0.00233229	0.000209339	-0.00143412	HG03849	STU	SAS	female
HG03850	-0.0106289	0.00532616	-0.0395129	-0.0142659	-0.000471562	-0.00340988	-0.00534509	-0.00438193	-0.00662545	-0.00622907	HG03850	STU	SAS	male
HG03851	-0.0102	0.00568446	-0.0400571	-0.0146	0.000285807	-0.0036402	-0.00358343	-0.00292546	0.00119271	-0.00133522	HG03851	STU	SAS	male
HG03854	-0.0107023	0.00551724	-0.0387187	-0.013642	-0.00387188	0.00638266	0.0103378	0.0100258	0.00197468	-0.0389438	HG03854	STU	SAS	male
HG03856	-0.0109017	0.00103772	-0.0451761	-0.0183896	0.00221942	-0.0050185	-0.000887968	-0.00548621	-0.000880306	-0.00284465	HG03856	STU	SAS	male
HG03857	-0.0108413	0.00460953	-0.0394774	-0.0134614	-0.00567598	0.00322773	0.00816519	0.0109102	-0.0011597	-0.0382996	HG03857	STU	SAS	female
HG03858	-0.0102265	0.00344296	-0.0405781	-0.0146868	0.000263573	-0.006413	-0.0013722	0.00122582	-0.000265823	-0.00304359	HG03858	STU	SAS	female
HG03861	-0.010446	0.00498658	-0.0447441	-0.0193349	-0.000966544	-0.00323897	-0.00242927	-0.00188952	-0.00382589	-0.000155214	HG03861	ITU	SAS	female
HG03862	-0.0103305	0.00700477	-0.038616	-0.015354	0.00133329	-0.00447336	-0.00691709	-0.00319455	-0.00470731	0.00543186	HG03862	ITU	SAS	female
HG03863	-0.0102328	0.00676519	-0.0391609	-0.0142817	-0.001709	-0.00645138	-0.00415985	-0.000673971	-0.00583636	-0.0107153	HG03863	ITU	SAS	female
HG03864	-0.0103268	0.00666356	-0.0395927	-0.0144855	0.00271401	-0.0076875	-0.00611556	-0.00423266	-0.00019891	0.00571623	HG03864	ITU	SAS	male
HG03866	-0.0103665	0.00575239	-0.0399562	-0.0158354	0.00430408	-0.004122	-0.006435	-0.00483983	-0.00540076	0.000948132	HG03866	ITU	SAS	male
HG03867	-0.0106548	0.00257991	-0.0419965	-0.0167524	-0.000536778	-0.00489181	-0.00101127	-0.00691371	-0.00169154	-0.00241394	HG03867	ITU	SAS	male
HG03868	-0.0105381	0.00695836	-0.0385366	-0.013515	-0.00413802	-0.00133237	-0.00465034	-0.00107245	-0.00345969	-0.0115479	HG03868	ITU	SAS	female
HG03869	-0.0102805	0.00634602	-0.0393606	-0.014374	-0.000854398	-0.00367058	-0.00289239	0.00630158	-0.000716055	-0.00827783	HG03869	ITU	SAS	male
HG03870	-0.0103228	0.00681707	-0.0390843	-0.0162488	-0.00195712	-0.00245676	-0.0082466	-0.00303359	0.000625831	0.00122318	HG03870	ITU	SAS	male
HG03871	-0.0103833	0.00689504	-0.039808	-0.0143875	-0.000734706	-0.00251966	-0.00307019	-0.00253028	-0.000705064	-0.0109897	HG03871	ITU	SAS	male
HG03872	-0.0103739	0.00654262	-0.0397303	-0.0153483	-0.000704752	-0.00304301	-0.00367683	-0.00134203	-0.00518414	-0.0022417	HG03872	ITU	SAS	male
HG03873	-0.0105472	0.00539343	-0.0417569	-0.0165413	-0.000416925	-0.00575986	-0.00424772	-0.00647366	-0.00469287	-0.01008	HG03873	ITU	SAS	female
HG03874	-0.0104367	0.00555794	-0.0378813	-0.0132264	0.000961377	-0.00766556	-0.00273896	-0.000301488	-0.000767711	0.00429783	HG03874	ITU	SAS	female
HG03875	-0.010662	0.00914552	-0.0325033	-0.0100123	-0.00631889	0.00661471	0.00991644	0.00746448	0.000720686	-0.0351238	HG03875	ITU	SAS	male
HG03882	-0.0103637	0.00706281	-0.0391718	-0.0147572	-0.00161829	-0.00460084	-0.00199408	0.00277786	-0.000346	-0.0023286	HG03882	ITU	SAS	female
HG03884	-0.0102664	0.00576574	-0.0408533	-0.0144833	7.09511e-05	-0.00481495	0.000253366	0.000227081	-0.00230614	-0.00172954	HG03884	STU	SAS	female
HG03885	-0.010356	0.00555088	-0.0394405	-0.0151431	0.00076599	-0.00465916	0.000945426	-0.00213498	0.000580732	-0.000259246	HG03885	STU	SAS	male
HG03886	-0.0102583	0.00576404	-0.040493	-0.0148796	0.00238671	-0.00272481	-0.00258925	0.00366027	-0.000491827	-0.00448285	HG03886	STU	SAS	female
HG03887	-0.0104415	0.00526646	-0.0410181	-0.0156618	0.000997249	-0.00425161	-0.00283241	-0.00199062	0.000621172	0.00268858	HG03887	STU	SAS	male
HG03888	-0.0104907	0.00905194	-0.0331038	-0.0116976	2.15417e-05	-0.004849	0.000516019	-0.0021208	-0.00231601	0.00189646	HG03888	STU	SAS	female
HG03890	-0.01017	0.00498519	-0.0403627	-0.0143413	-0.000105622	-0.00585622	-0.00666649	0.000148784	-0.00289083	-0.00249887	HG03890	STU	SAS	male
HG03894	-0.010141	0.00496335	-0.0410001	-0.0159321	0.00128684	-0.00394418	-0.00480857	-0.00368512	-0.00332066	-0.00567887	HG03894	STU	SAS	female
HG03895	-0.0102823	0.00573252	-0.0390302	-0.0152452	0.000564682	-0.0059666	-0.00444415	-0.00108597	-0.00232122	-0.00492549	HG03895	STU	SAS	female
HG03896	-0.0104472	0.00483451	-0.0419107	-0.0159914	-0.00122006	-0.00251533	-0.00129699	0.000243977	0.000742902	7.80759e-05	HG03896	STU	SAS	male
HG03897	-0.010416	0.0065297	-0.0393759	-0.0147675	-0.00269603	-0.00349257	-0.00574971	-0.00676674	-0.00245996	0.00292144	HG03897	STU	SAS	female
HG03898	-0.0102606	0.00524859	-0.0407134	-0.0159962	-0.000377514	-0.00211698	-0.00148789	0.00186887	0.00165419	-0.00304521	HG03898	STU	SAS	female
HG03899	-0.0106468	0.00479224	-0.0407738	-0.0149011	-0.00648567	0.0068266	0.0101872	0.0103652	-0.00137104	-0.0541132	HG03899	STU	SAS	male
HG03900	-0.0102084	0.00597592	-0.0391123	-0.0147085	0.00244076	-0.00570906	-0.00169546	-0.000884587	0.00220065	-0.00205976	HG03900	STU	SAS	male
HG03902	-0.0110233	0.0031273	-0.0331168	-0.0132689	-0.00289525	-0.00298098	-0.00217864	-0.0123446	-0.00402348	-0.000707167	HG03902	BEB	SAS	male
HG03905	-0.0115461	0.001742	-0.0335292	-0.0126207	-0.00337498	-0.00451917	-0.00437762	-0.00818195	-0.00340156	-0.00172209	HG03905	BEB	SAS	male
HG03907	-0.0108209	0.0016911	-0.0349442	-0.012501	-0.00233501	-0.00533485	-0.00457411	-0.00906157	-0.00630629	-0.00157141	HG03907	BEB	SAS	female
HG03908	-0.0108018	0.0029737	-0.0353891	-0.0132084	-0.00325257	-0.00434533	-0.00321285	-0.00911455	-0.00328474	-0.00331074	HG03908	BEB	SAS	male
HG03910	-0.0113855	0.00151764	-0.0328816	-0.011124	-0.0037068	-0.00432465	-0.00291703	-0.00978108	-0.00502362	0.00105508	HG03910	BEB	SAS	female
HG03911	-0.0109167	0.00322497	-0.0341002	-0.0128908	-0.00114644	-0.00732923	-5.32231e-06	-0.00904178	-0.00175165	-0.00167116	HG03911	BEB	SAS	male
HG03913	-0.0113436	0.00249039	-0.0343045	-0.0125769	-0.00312913	-0.00334342	-0.00107211	-0.0108212	-0.00327431	-0.00864796	HG03913	BEB	SAS	female
HG03914	-0.011235	0.00209289	-0.0340405	-0.0123318	-0.004524	-0.00387338	-0.00114219	-0.010959	-0.00462334	-0.00569224	HG03914	BEB	SAS	male
HG03916	-0.0113076	0.00120233	-0.0339064	-0.0116129	-0.000885892	-0.00227171	-0.00437505	-0.011642	-0.00494	0.00569074	HG03916	BEB	SAS	female
HG03917	-0.0111692	0.00122014	-0.0332082	-0.01031	-0.00760133	0.00760107	0.0106314	0.00503659	0.00373388	-0.0357034	HG03917	BEB	SAS	male
HG03919	-0.0104731	0.0065942	-0.0350195	-0.0128003	0.00125971	-0.00673168	-0.00540789	-0.00605998	-0.00577243	0.00239317	HG03919	BEB	SAS	female
HG03920	-0.0112657	0.00219024	-0.0351823	-0.0117222	-0.00725634	0.00592768	0.0138733	0.00844649	0.00499583	-0.0379214	HG03920	BEB	SAS	male
HG03922	-0.0113462	0.00128897	-0.0331087	-0.0113929	-0.00425003	-0.00416645	0.00162449	-0.00941847	-0.0017603	-0.01333	HG03922	BEB	SAS	female
HG03925	-0.0110799	0.00169598	-0.0336354	-0.0117545	0.000538355	-0.00545622	-0.00338257	-0.00884963	-0.00378717	-0.00371745	HG03925	BEB	SAS	female
HG03926	-0.0113589	0.000878788	-0.0316374	-0.0105366	-0.00443523	0.00111821	-0.00333238	-0.00779387	-0.0019747	-0.008154	HG03926	BEB	SAS	male
HG03928	-0.0110222	0.00183725	-0.0345018	-0.0122371	-0.0024131	-0.00383055	-0.0032791	-0.00744798	-0.00148196	0.0017759	HG03928	BEB	SAS	female
HG03931	-0.0112594	0.000836167	-0.0327197	-0.0115319	-0.00272936	-0.00452394	-0.00118798	-0.0131532	-0.00370541	0.000448216	HG03931	BEB	SAS	female
HG03934	-0.0112485	0.00203394	-0.0343095	-0.012184	-0.00201702	-0.00453736	-0.00211763	-0.0131285	-0.00185532	-8.47651e-05	HG03934	BEB	SAS	female
HG03937	-0.0111856	0.00206795	-0.0347099	-0.0118198	-0.00160443	-0.00473635	-0.00285251	-0.00973287	-0.00211165	0.00332697	HG03937	BEB	SAS	female
HG03940	-0.0103758	0.00350822	-0.0433024	-0.0167793	-3.31124e-05	-0.00301432	0.00174172	-0.00265024	0.000239025	-0.00478346	HG03940	BEB	SAS	female
HG03941	-0.0104994	0.00308629	-0.0429563	-0.0178018	0.000414178	-0.00314013	-0.000412939	-0.00789196	-0.00500033	-0.00756845	HG03941	BEB	SAS	male
HG03943	-0.0102962	0.00544723	-0.0409373	-0.0153763	-0.00201337	-0.00385045	-0.00153363	0.00139237	0.0014074	-0.00206718	HG03943	STU	SAS	male
HG03944	-0.0103022	0.00620296	-0.0386092	-0.015296	-0.000233552	-0.00100222	-0.00670722	-0.0057864	-0.00425865	-0.00543094	HG03944	STU	SAS	female
HG03945	-0.0103901	0.00557442	-0.0376224	-0.0136866	-0.00680613	0.00782551	0.00782113	0.0115466	0.0026674	-0.0426298	HG03945	STU	SAS	female
HG03947	-0.0103474	0.00431153	-0.0409375	-0.015177	0.0012717	-0.00298935	-0.00448955	-0.00215997	-0.000662609	-0.00371917	HG03947	STU	SAS	female
HG03949	-0.0105013	0.0056663	-0.0399773	-0.0154184	-0.00164918	-0.00410026	-0.000641273	-0.00264926	-0.00195014	-0.00426826	HG03949	STU	SAS	female
HG03950	-0.0102251	0.00436056	-0.039798	-0.0155249	-0.00060795	-0.00311442	-0.0016068	0.00287283	0.00182862	-0.00225275	HG03950	STU	SAS	male
HG03951	-0.0104327	0.00525469	-0.0389111	-0.0144541	-0.00858467	0.00782666	0.010932	0.0149676	0.0033406	-0.0428562	HG03951	STU	SAS	female
HG03953	-0.0103132	0.00568912	-0.0397611	-0.0133251	-5.17588e-05	-0.00259534	-0.00361344	-0.00527705	0.00125941	-0.00222887	HG03953	STU	SAS	male
HG03955	-0.0104521	0.00538128	-0.0395934	-0.0149555	-0.00593528	0.00981229	0.00921728	0.0139819	0.00341324	-0.0434879	HG03955	STU	SAS	female
HG03960	-0.010446	0.00523965	-0.0392138	-0.0161609	0.00216296	-0.00625868	-0.00660539	-0.00212763	-0.00117506	-0.00195289	HG03960	ITU	SAS	male
HG03963	-0.0104008	0.00504056	-0.0405414	-0.0163033	0.00152869	-0.00523416	-0.00404817	-0.0047846	-0.0045489	-0.00217663	HG03963	ITU	SAS	male
HG03965	-0.0108067	0.00315275	-0.039263	-0.0141794	-0.00783089	0.00950064	0.00979858	0.0121299	0.00486138	-0.0385412	HG03965	ITU	SAS	male
HG03967	-0.0105247	0.00678107	-0.0387138	-0.0131322	-0.00600659	0.00401195	0.00882764	0.0133469	0.000976188	-0.0398911	HG03967	ITU	SAS	male
HG03968	-0.0102451	0.00658747	-0.0399469	-0.0145454	0.000306126	-0.00451143	-0.00527501	-0.00376171	-0.00127376	0.00085384	HG03968	ITU	SAS	female
HG03969	-0.0107319	0.00637215	-0.0392433	-0.0145299	0.00374748	-0.00366786	-0.00477532	-0.00352967	-0.00356508	0.000435775	HG03969	ITU	SAS	male
HG03971	-0.0105924	0.00657286	-0.0390904	-0.0153863	-0.00138211	-0.00255958	-8.08068e-05	-0.00423583	-0.00450957	-0.0110346	HG03971	ITU	SAS	male
HG03973	-0.0105229	0.0065065	-0.0398523	-0.0147863	-0.00235253	-0.003445	-0.00171431	0.000954756	-0.00270162	-0.00884225	HG03973	ITU	SAS	female
HG03974	-0.0102816	0.00610369	-0.0400566	-0.0146969	-0.00290835	-0.00456322	-0.00599191	-0.00435629	0.00133895	-0.0116632	HG03974	ITU	SAS	male
HG03976	-0.010676	0.00557329	-0.038556	-0.0141314	-0.000821413	-0.00401839	-0.00506962	-0.00614285	-0.00220468	-0.00536634	HG03976	ITU	SAS	male
HG03977	-0.0104763	0.00164443	-0.04537	-0.0179605	0.00133254	-0.0045695	-0.00422069	-0.00598922	-0.00599547	-0.00398072	HG03977	ITU	SAS	female
HG03978	-0.0107619	0.00399351	-0.0408318	-0.0151803	-0.0033333	-0.00356573	0.00374098	0.000251867	0.000384956	0.000450462	HG03978	ITU	SAS	male
HG03985	-0.0106248	0.00310001	-0.0419986	-0.0161463	0.00362395	-0.00321226	-0.00723985	-0.00153799	-0.00345684	0.00360547	HG03985	STU	SAS	male
HG03986	-0.0102348	0.00560379	-0.0399233	-0.015037	-0.000478041	-0.00279896	0.00142562	0.00401904	0.00286726	-0.00738596	HG03986	STU	SAS	female
HG03989	-0.010565	0.00533955	-0.0395618	-0.0141436	0.00345055	-0.00325887	-0.00495367	-0.00317233	-0.00366784	0.00263843	HG03989	STU	SAS	female
HG03990	-0.010509	0.00442269	-0.0397399	-0.0157167	0.00323697	-0.00346399	-0.00314854	-0.00804575	-0.00448585	0.00431201	HG03990	STU	SAS	male
HG03991	-0.0104984	0.00526365	-0.0395229	-0.0141641	0.00373388	-0.00350222	-0.00449842	-0.00733562	-0.0037705	-0.00124425	HG03991	STU	SAS	male
HG03995	-0.0106377	0.00451048	-0.0401178	-0.0147369	-0.00625701	0.00712943	0.00877341	0.0137746	0.00200617	-0.0399647	HG03995	STU	SAS	female
HG03998	-0.0104533	0.00542378	-0.0401476	-0.0159838	0.00239756	-0.0034192	-0.00662411	-0.00771376	-0.00279597	-0.00087496	HG03998	STU	SAS	male
HG03999	-0.0103865	0.00486767	-0.0405086	-0.0159508	-0.00158713	-0.00420372	0.000477389	-0.00485281	-0.00225074	-0.00878581	HG03999	STU	SAS	male
HG04001	-0.0109923	0.00491821	-0.0394159	-0.0153692	0.00340831	0.000311066	-0.00345322	-0.00411853	-0.00181864	0.0035337	HG04001	ITU	SAS	female
HG04002	-0.0105547	0.00581765	-0.0391409	-0.0138235	-0.00281371	-0.00435354	-0.00196021	-0.0024925	-0.000100358	-0.00872345	HG04002	ITU	SAS	male
HG04003	-0.0105503	0.00918204	-0.0326492	-0.0114523	0.00219539	-0.00580622	-0.00500864	-0.0102997	-0.00708036	0.000823134	HG04003	STU	SAS	male
HG04006	-0.0104564	0.00390383	-0.0423406	-0.0166142	0.000210628	-0.00480224	-0.00456748	0.00134258	0.00147356	0.000596072	HG04006	STU	SAS	male
HG04014	-0.0106505	0.00405906	-0.0391682	-0.0141273	-0.00261597	-0.00326083	-0.00512972	-0.00465146	-0.00353816	0.00161398	HG04014	ITU	SAS	female
HG04015	-0.0103275	0.00510072	-0.0405935	-0.0158934	9.58308e-05	-0.00303393	-0.00339169	-0.00420056	-0.00264749	0.00151223	HG04015	ITU	SAS	male
HG04017	-0.0106119	0.0054256	-0.0446804	-0.0172355	-0.0031984	-7.22695e-05	-0.000746413	0.00150441	-0.00275637	-0.00399224	HG04017	ITU	SAS	male
HG04018	-0.010291	0.00727078	-0.0395616	-0.0139066	-0.00136422	-0.00598474	-0.00642896	0.00131979	-0.000813132	-0.0118392	HG04018	ITU	SAS	female
HG04019	-0.0105836	0.00662432	-0.0395323	-0.0162228	-0.000613161	-0.00404883	-0.00390143	-0.00340396	-0.00154221	-3.54137e-06	HG04019	ITU	SAS	male
HG04020	-0.0105407	0.0065442	-0.0356338	-0.012012	-0.0011171	-0.00288914	-0.00204988	-0.010042	-0.00182226	0.00239539	HG04020	ITU	SAS	male
HG04022	-0.0103789	0.00581164	-0.0398562	-0.0157174	0.000597784	-0.0042072	-0.00501338	-0.00284675	9.24074e-05	-0.000913238	HG04022	ITU	SAS	male
HG04023	-0.0105514	0.00457317	-0.0453407	-0.0186993	0.00286053	-0.000578814	-0.00191097	-0.00326573	-0.00291929	0.00917814	HG04023	ITU	SAS	male
HG04025	-0.0106659	0.00487773	-0.0457196	-0.0185682	0.00148448	-0.00200632	-0.003086	0.000647377	-0.00174012	0.00477749	HG04025	ITU	SAS	female
HG04026	-0.0105396	0.00465321	-0.0464369	-0.0189753	-0.00185425	-0.00338993	-0.000331087	-0.000338832	-0.00317347	-0.00605536	HG04026	ITU	SAS	female
HG04029	-0.0105918	0.00553335	-0.0386202	-0.0134357	-0.00242368	-0.00189034	-0.00412384	-0.00324601	-0.000188896	-0.00328794	HG04029	STU	SAS	female
HG04033	-0.0104594	0.00450818	-0.0410063	-0.015377	0.000320175	-0.0028451	0.000427643	-0.00448192	-0.00145799	-0.000313167	HG04033	STU	SAS	male
HG04035	-0.010182	0.00594069	-0.0404322	-0.0144598	0.00118086	-0.00411158	-0.00490033	0.000137697	-0.00242629	-0.00499753	HG04035	STU	SAS	female
HG04038	-0.0105119	0.00489342	-0.0389978	-0.0154283	0.00204775	0.00127234	-0.00334452	-0.00787253	-0.00345558	0.00446929	HG04038	STU	SAS	female
HG04039	-0.0102662	0.00478453	-0.0398237	-0.0156055	0.00284632	-0.00249009	-0.00679206	-0.00622128	-0.00489834	0.00328607	HG04039	STU	SAS	male
HG04042	-0.0106928	0.00539597	-0.0396888	-0.015243	0.00278212	-0.0041889	-0.00196797	-0.00128083	-0.00237129	-0.000996739	HG04042	STU	SAS	female
HG04047	-0.0105281	0.00461491	-0.0406643	-0.0152903	0.00154679	-0.00213881	-0.00525305	-0.00881757	-0.00644693	0.00155375	HG04047	STU	SAS	female
HG04054	-0.0107468	0.00438962	-0.0450268	-0.0181493	0.00461953	0.000723619	-0.000626131	-0.0052136	-0.00447358	0.00491272	HG04054	ITU	SAS	female
HG04056	-0.0107709	0.00528042	-0.0449218	-0.0184658	0.00311284	0.00162773	-0.00350284	-0.00635589	-0.00465909	0.00969092	HG04056	ITU	SAS	male
HG04059	-0.0106161	0.00648434	-0.0386535	-0.0149876	0.00447933	-0.0017689	-0.00254001	-0.0083692	-0.00442131	0.00357028	HG04059	ITU	SAS	female
HG04060	-0.0106751	0.00873607	-0.0344456	-0.0128382	0.00509532	-0.000275228	-0.00457418	-0.0102781	-0.00677756	0.00173027	HG04060	ITU	SAS	male
HG04061	-0.0107245	0.00151194	-0.0440229	-0.0170604	0.000552578	-0.00131512	-0.00617267	-0.00383111	-0.00213894	0.00197943	HG04061	ITU	SAS	male
